iter	Accuracy	Logloss
661	0.9924993303	0.02956845128
662	0.9924993303	0.02953919472
663	0.9924993303	0.02951223097
664	0.9924993303	0.02949177921
665	0.9924993303	0.0294577667
666	0.9924993303	0.02943717384
667	0.9922314492	0.02934029428
668	0.9924993303	0.02931905805
669	0.9927672114	0.02930370576
670	0.9927672114	0.02926445776
671	0.9927672114	0.02923312901
672	0.9924993303	0.02917529441
673	0.9924993303	0.02911571348
674	0.9924993303	0.02907766308
675	0.9924993303	0.02905658319
676	0.9924993303	0.02901547534
677	0.9924993303	0.02899461877
678	0.9924993303	0.02897639206
679	0.9924993303	0.02894121649
680	0.9927672114	0.02889019411
681	0.9927672114	0.02885168557
682	0.9927672114	0.02874212805
683	0.9927672114	0.02872322609
684	0.9927672114	0.02870675567
685	0.9927672114	0.02867027392
686	0.9927672114	0.02865275096
687	0.9930350924	0.02860887948
688	0.9930350924	0.02857226315
689	0.9924993303	0.02844117157
690	0.9927672114	0.02842215302
691	0.9927672114	0.02838727224
692	0.9927672114	0.02835436909
693	0.9927672114	0.02833737883
694	0.9927672114	0.02830762002
695	0.9927672114	0.0282781387
696	0.9927672114	0.02824136122
697	0.9927672114	0.02821765338
698	0.9930350924	0.02817246684
699	0.9935708545	0.02798716355
700	0.9935708545	0.02796710848
701	0.9938387356	0.02793234453
702	0.9938387356	0.02791435732
703	0.9941066167	0.02789816858
704	0.9933029735	0.0278430542
705	0.9935708545	0.0277998459
706	0.9933029735	0.0277771292
707	0.9933029735	0.02774862725
708	0.9935708545	0.02772672921
709	0.9935708545	0.02768659328
710	0.9935708545	0.02766773947
711	0.9935708545	0.02765096594
712	0.9938387356	0.02763509032
713	0.9941066167	0.02757611502
714	0.9941066167	0.02755574898
715	0.9941066167	0.0275384231
716	0.9943744977	0.02749220465
717	0.9943744977	0.0274598215
718	0.9946423788	0.02741903072
719	0.9946423788	0.02740113301
720	0.9949102598	0.02732791179
721	0.9951781409	0.02730388885
722	0.9951781409	0.02728663338
723	0.9951781409	0.02725792447
724	0.995446022	0.02722847049
725	0.995446022	0.02718456279
726	0.995446022	0.02714689971
727	0.995446022	0.02712596028
728	0.995446022	0.02707360395
729	0.995446022	0.02698564475
730	0.995713903	0.0267920453
731	0.995713903	0.02677275769
732	0.995713903	0.02674499384
733	0.995446022	0.02669077055
734	0.9951781409	0.0265813147
735	0.995446022	0.0265591341
736	0.995446022	0.02653468668
737	0.995446022	0.02651830398
738	0.995446022	0.02647040472
739	0.995446022	0.02644452572
740	0.995713903	0.02637937215
741	0.995713903	0.02635941816
742	0.995713903	0.02634177639
743	0.995713903	0.02628884926
744	0.995713903	0.02619208052
745	0.995713903	0.02617559871
746	0.995713903	0.02612531307
747	0.995713903	0.02608445004
748	0.995713903	0.02606807417
749	0.995713903	0.0260528017
750	0.995713903	0.02597655636
751	0.995713903	0.02595583824
752	0.995713903	0.02594231728
753	0.9959817841	0.02592601465
754	0.9959817841	0.02591322917
755	0.9959817841	0.0258323783
756	0.9959817841	0.0258176867
757	0.9959817841	0.0258025587
758	0.9959817841	0.02578619441
759	0.9962496651	0.02576021242
760	0.9962496651	0.02574711655
761	0.9962496651	0.02573147365
762	0.9962496651	0.02571665741
763	0.9962496651	0.0256940549
764	0.9965175462	0.02566416711
765	0.9965175462	0.02565156424
766	0.9965175462	0.02563313066
767	0.9965175462	0.02560315491
768	0.9967854273	0.02557695507
769	0.9967854273	0.02555913341
770	0.9967854273	0.02553788822
771	0.9967854273	0.02552309076
772	0.9967854273	0.02549759512
773	0.9973211894	0.02545690792
774	0.9973211894	0.02542823828
775	0.9973211894	0.0253985542
776	0.9973211894	0.02537202364
777	0.9973211894	0.02529253388
778	0.9975890705	0.02526213153
779	0.9975890705	0.02523709236
780	0.9975890705	0.02521501266
781	0.9975890705	0.02517521571
782	0.9975890705	0.02512785009
783	0.9975890705	0.02502216711
784	0.9975890705	0.02500821845
785	0.9975890705	0.02498957881
786	0.9975890705	0.02483568085
787	0.9975890705	0.02481159327
788	0.9975890705	0.0247603851
789	0.9975890705	0.0247420984
790	0.9975890705	0.02471596188
791	0.9978569515	0.02470029058
792	0.9978569515	0.02468632552
793	0.9978569515	0.02467323297
794	0.9978569515	0.0246471705
795	0.9978569515	0.0246323264
796	0.9978569515	0.02461678308
797	0.9978569515	0.02460294037
798	0.9978569515	0.02455571956
799	0.9978569515	0.02453607604
800	0.9978569515	0.02450801579
801	0.9978569515	0.02449247967
802	0.9978569515	0.02442067905
803	0.9978569515	0.02440851864
804	0.9981248326	0.02435701065
805	0.9981248326	0.024227102
806	0.9981248326	0.02420954914
807	0.9981248326	0.02417526057
808	0.9981248326	0.02415060804
809	0.9981248326	0.02411869247
810	0.9981248326	0.02410474513
811	0.9981248326	0.02408196362
812	0.9981248326	0.02406662987
813	0.9981248326	0.02401813532
814	0.9981248326	0.02400432308
815	0.9981248326	0.02398964748
816	0.9981248326	0.0239689596
817	0.9981248326	0.02392356227
818	0.9981248326	0.02391109984
819	0.9981248326	0.02382891554
820	0.9981248326	0.02380648063
821	0.9981248326	0.02379329799
822	0.9983927136	0.0237623904
823	0.9983927136	0.02374612581
824	0.9983927136	0.0237336475
825	0.9983927136	0.02372145387
826	0.9983927136	0.02370226725
827	0.9983927136	0.02367821685
828	0.9983927136	0.0236631955
829	0.9983927136	0.02364997625
830	0.9983927136	0.02362269106
831	0.9983927136	0.02359332847
832	0.9983927136	0.02358065251
833	0.9983927136	0.02355994857
834	0.9983927136	0.02353114324
835	0.9983927136	0.02350453791
836	0.9983927136	0.02349206079
837	0.9983927136	0.02346273819
838	0.9983927136	0.02343799766
839	0.9983927136	0.02342084413
840	0.9983927136	0.02335342353
841	0.9983927136	0.02333869381
842	0.9983927136	0.02332650101
843	0.9983927136	0.02329907311
844	0.9983927136	0.02327741083
845	0.9983927136	0.02326403149
846	0.9983927136	0.02325243772
847	0.9983927136	0.02320696579
848	0.9983927136	0.02319113537
849	0.9983927136	0.0231796577
850	0.9986605947	0.02315869196
851	0.9986605947	0.02314723687
852	0.9986605947	0.02313251038
853	0.9986605947	0.02312280317
854	0.9986605947	0.02311160715
855	0.9986605947	0.02308403318
856	0.9986605947	0.02307330533
857	0.9986605947	0.02302909392
858	0.9986605947	0.02301713349
859	0.9986605947	0.02299796576
860	0.9986605947	0.02298528588
861	0.9986605947	0.02296853176
862	0.9986605947	0.02295551875
863	0.9986605947	0.02293227508
864	0.9986605947	0.02289010835
865	0.9986605947	0.02287764251
866	0.9986605947	0.02282042935
867	0.9986605947	0.02280536726
868	0.9986605947	0.02279372977
869	0.9986605947	0.02278309503
870	0.9986605947	0.02271402694
871	0.9986605947	0.02269937041
872	0.9986605947	0.02268355659
873	0.9986605947	0.02260801362
874	0.9986605947	0.0225910069
875	0.9986605947	0.02253936993
876	0.9986605947	0.0225244788
877	0.9986605947	0.02250325902
878	0.9986605947	0.02248546565
