iter	Accuracy	Logloss
0	0.9708009644	0.6221899245
1	0.9699973212	0.5586971751
2	0.9708009644	0.5016728542
3	0.9708009644	0.4532721721
4	0.9702652023	0.4146860733
5	0.9705330833	0.3809250356
6	0.9702652023	0.3474743754
7	0.9702652023	0.3194341808
8	0.9708009644	0.294755973
9	0.9708009644	0.2735944596
10	0.9710688454	0.2562920345
11	0.9708009644	0.2395088143
12	0.9710688454	0.2266643066
13	0.9708009644	0.2133928469
14	0.9708009644	0.2034301383
15	0.9710688454	0.1948501913
16	0.9713367265	0.1869931794
17	0.9702652023	0.1800895861
18	0.9705330833	0.1719663027
19	0.9713367265	0.1654389615
20	0.9705330833	0.1604048885
21	0.9713367265	0.1539089571
22	0.9713367265	0.1488042686
23	0.9713367265	0.1440553044
24	0.9716046076	0.1407116082
25	0.9716046076	0.1367309647
26	0.9713367265	0.1319182148
27	0.9716046076	0.1287526208
28	0.9716046076	0.1265158743
29	0.9716046076	0.123426324
30	0.9716046076	0.1212750956
31	0.9716046076	0.1188065501
32	0.9710688454	0.1165136558
33	0.9716046076	0.1147287658
34	0.9716046076	0.1132008333
35	0.9716046076	0.1110598024
36	0.9716046076	0.1096436568
37	0.9716046076	0.1077519146
38	0.9716046076	0.1067421852
39	0.9718724886	0.1063205428
40	0.9718724886	0.1046346566
41	0.9724082507	0.1035992838
42	0.9724082507	0.1026742634
43	0.9724082507	0.101461468
44	0.9724082507	0.1007244872
45	0.9724082507	0.1003115318
46	0.9724082507	0.09908127853
47	0.9724082507	0.09810264235
48	0.9724082507	0.09777519358
49	0.9724082507	0.09629560387
50	0.9724082507	0.09579259147
51	0.9724082507	0.09441253179
52	0.9724082507	0.09369908344
53	0.9726761318	0.09307889431
54	0.9726761318	0.09269392038
55	0.9729440129	0.09221055256
56	0.9729440129	0.09163511123
57	0.9726761318	0.09137683113
58	0.9732118939	0.09066108434
59	0.973479775	0.08995852875
60	0.9732118939	0.08947242097
61	0.9732118939	0.08920015615
62	0.9732118939	0.08876036601
63	0.9732118939	0.08851457814
64	0.9732118939	0.08809231686
65	0.973479775	0.08787301339
66	0.9732118939	0.08696475012
67	0.973479775	0.08674658742
68	0.9732118939	0.08610106509
69	0.973479775	0.08574009806
70	0.973747656	0.08562241047
71	0.973747656	0.08546826207
72	0.9732118939	0.08488509594
73	0.973747656	0.08430346447
74	0.973747656	0.08405798456
75	0.9740155371	0.08365654873
76	0.9740155371	0.08350904256
77	0.9740155371	0.083026469
78	0.9742834182	0.08250706096
79	0.9742834182	0.0823165177
80	0.9742834182	0.08194565656
81	0.9745512992	0.08176166687
82	0.9745512992	0.08140992518
83	0.9745512992	0.08123111756
84	0.9745512992	0.08112559326
85	0.9745512992	0.08096387889
86	0.9745512992	0.08067388545
87	0.9745512992	0.08029318058
88	0.9748191803	0.08013437518
89	0.9748191803	0.07987181531
90	0.9748191803	0.07956218508
91	0.9748191803	0.07920137539
92	0.9748191803	0.07912187562
93	0.9748191803	0.0790379542
94	0.9753549424	0.07850370589
95	0.9753549424	0.07835376012
96	0.9756228235	0.07787329492
97	0.9756228235	0.0776649273
98	0.9756228235	0.07737906072
99	0.9756228235	0.07729007395
100	0.9756228235	0.07719324076
101	0.9758907045	0.07682150529
102	0.9758907045	0.07675085151
103	0.9758907045	0.0766656032
104	0.9761585856	0.07639222718
105	0.9764264666	0.07622676877
106	0.9764264666	0.07610572989
107	0.9764264666	0.07602553769
108	0.9764264666	0.07592297803
109	0.9766943477	0.07587275869
110	0.9766943477	0.07577639029
111	0.9766943477	0.07557214123
112	0.9766943477	0.07527519184
113	0.9766943477	0.07508064594
114	0.9766943477	0.07499147879
115	0.9769622288	0.07484957306
116	0.9769622288	0.07433563223
117	0.9769622288	0.07415038966
118	0.9772301098	0.07400981323
119	0.9772301098	0.07391104722
120	0.9772301098	0.07385978704
121	0.9772301098	0.07381745163
122	0.9772301098	0.07372975821
123	0.9772301098	0.07363579025
124	0.9772301098	0.07358179522
125	0.9772301098	0.07346018304
126	0.9772301098	0.07335920961
127	0.9772301098	0.07317972486
128	0.9772301098	0.07286744081
129	0.9769622288	0.07263610253
130	0.9769622288	0.07250739707
131	0.9769622288	0.0724587603
132	0.9769622288	0.07241514855
133	0.9772301098	0.0723391798
134	0.9772301098	0.07226100677
135	0.9772301098	0.07221874505
136	0.9769622288	0.07203155172
137	0.9772301098	0.07190116377
138	0.9774979909	0.07183272455
139	0.9774979909	0.07174228022
140	0.9774979909	0.07170304629
141	0.9774979909	0.07165210068
142	0.9774979909	0.07157403699
143	0.9774979909	0.07144047862
144	0.9774979909	0.07135470709
145	0.9774979909	0.07130581548
146	0.9774979909	0.07122760386
147	0.9774979909	0.07115294235
148	0.9774979909	0.07101372001
149	0.9774979909	0.07084295956
150	0.9774979909	0.07079585823
151	0.9772301098	0.07064798546
152	0.9772301098	0.07051664057
153	0.9772301098	0.0704297225
154	0.9772301098	0.07023979606
155	0.9772301098	0.06999436275
156	0.9774979909	0.06956603337
157	0.9774979909	0.06951072296
158	0.9774979909	0.06903238369
159	0.9772301098	0.06890791016
160	0.9772301098	0.06880445889
161	0.9772301098	0.06864567801
162	0.9772301098	0.06838236415
163	0.9772301098	0.06829752562
164	0.9772301098	0.06819321385
165	0.9774979909	0.06764005444
166	0.9774979909	0.06759793602
167	0.9774979909	0.06748440493
168	0.9774979909	0.06740529174
169	0.9774979909	0.06721696407
170	0.9774979909	0.06702340345
171	0.9774979909	0.06688313236
172	0.9774979909	0.06678053035
173	0.9774979909	0.06671617451
174	0.9774979909	0.06664767726
175	0.9774979909	0.06656020864
176	0.977765872	0.06630322466
177	0.977765872	0.06618201086
178	0.9774979909	0.0659277234
179	0.9774979909	0.06586291177
180	0.9774979909	0.06569452551
181	0.9774979909	0.06559167295
182	0.9774979909	0.0655209797
183	0.9774979909	0.06547053581
184	0.9774979909	0.06540805192
185	0.9774979909	0.06534220949
186	0.977765872	0.06526965903
187	0.978033753	0.06519669398
188	0.978033753	0.06502135997
189	0.978033753	0.0649106944
190	0.978033753	0.06483990724
191	0.9785695151	0.06446899519
192	0.9785695151	0.06439241684
193	0.9783016341	0.0642606721
194	0.9788373962	0.06404401336
195	0.9788373962	0.06391555263
196	0.9788373962	0.06380748299
197	0.9788373962	0.06361876904
198	0.9785695151	0.06349997578
199	0.9785695151	0.06331989954
200	0.9785695151	0.06323649736
201	0.9791052773	0.06310716092
202	0.9788373962	0.06298598279
203	0.9788373962	0.06289148655
204	0.9791052773	0.0628321584
205	0.9793731583	0.06275050212
206	0.9791052773	0.06262351713
207	0.9791052773	0.0625308479
208	0.9793731583	0.06234396385
209	0.9793731583	0.06217609941
210	0.9793731583	0.06206542983
211	0.9793731583	0.06196047737
212	0.9791052773	0.06179559539
213	0.9791052773	0.06163696634
214	0.9793731583	0.06127285392
215	0.9793731583	0.06117531621
216	0.9793731583	0.06110238784
217	0.9796410394	0.06092128768
218	0.9796410394	0.06084154937
219	0.9799089204	0.06077546767
220	0.9799089204	0.06058230816
221	0.9801768015	0.06050958342
222	0.9801768015	0.06042923937
223	0.9807125636	0.06031401374
224	0.9807125636	0.06024685231
225	0.9807125636	0.06017506736
226	0.9807125636	0.06008994345
227	0.9807125636	0.06001029531
228	0.9807125636	0.05991111017
229	0.9807125636	0.05980255171
230	0.9807125636	0.05969299139
231	0.9807125636	0.05961697545
232	0.9807125636	0.0594741406
233	0.9807125636	0.0593162827
234	0.9801768015	0.05897644423
235	0.9801768015	0.05890144303
236	0.9804446826	0.05883659129
237	0.9804446826	0.05847645969
238	0.9804446826	0.0584043371
239	0.9804446826	0.05827470977
240	0.9807125636	0.05818135228
241	0.9807125636	0.05811520702
242	0.9807125636	0.05780912599
243	0.9807125636	0.05775257261
244	0.9807125636	0.05755234122
245	0.9807125636	0.05748218134
246	0.9807125636	0.05730825185
247	0.9807125636	0.05715976177
248	0.9807125636	0.05708238962
249	0.9807125636	0.05695167732
250	0.9807125636	0.05685996287
251	0.9812483257	0.05657156969
252	0.9812483257	0.05649882787
253	0.9812483257	0.05644271166
254	0.9812483257	0.0563681125
255	0.9812483257	0.05624747852
256	0.9812483257	0.05616415905
257	0.9812483257	0.05609521554
258	0.9812483257	0.05604273125
259	0.9817840879	0.05570573271
260	0.9817840879	0.05564445046
261	0.9817840879	0.05558581521
262	0.9817840879	0.05545216776
263	0.9820519689	0.05539015154
264	0.9820519689	0.05529307653
265	0.9820519689	0.0552356468
266	0.9820519689	0.05513818359
267	0.9820519689	0.05494586882
268	0.9820519689	0.05482366562
269	0.9820519689	0.054712147
270	0.9817840879	0.05443333174
271	0.9817840879	0.05428912873
272	0.9817840879	0.05419910264
273	0.9817840879	0.0541386798
274	0.9817840879	0.05408438151
275	0.9820519689	0.05399680736
276	0.9820519689	0.05393634951
277	0.9820519689	0.0538233852
278	0.98231985	0.05373738821
279	0.98231985	0.05368099736
280	0.982587731	0.05358153927
281	0.9828556121	0.0535019922
282	0.9828556121	0.05342477178
283	0.9828556121	0.05335228366
284	0.982587731	0.05309518129
285	0.982587731	0.0529597787
286	0.982587731	0.05288571676
287	0.982587731	0.05276324068
288	0.982587731	0.05267909602
289	0.982587731	0.05262101367
290	0.982587731	0.05256038282
291	0.982587731	0.05251458564
292	0.982587731	0.05245444481
293	0.982587731	0.05241154817
294	0.982587731	0.05236807555
295	0.982587731	0.05231653194
296	0.982587731	0.05226142122
297	0.982587731	0.05219746223
298	0.9828556121	0.05210520239
299	0.9828556121	0.05204981174
300	0.9828556121	0.05194418767
301	0.9828556121	0.05187586797
302	0.9828556121	0.05181728212
303	0.9828556121	0.05174637282
304	0.9828556121	0.05164302485
305	0.9828556121	0.05159977612
306	0.9828556121	0.05155601211
307	0.9828556121	0.05131980019
308	0.9828556121	0.05123273366
309	0.9828556121	0.05115373846
310	0.9828556121	0.05110971604
311	0.9828556121	0.05103127489
312	0.9828556121	0.05097378821
313	0.9828556121	0.05088172017
314	0.9828556121	0.05083297992
315	0.9833913742	0.0505835062
316	0.9833913742	0.05052678022
317	0.9833913742	0.05041527232
318	0.9833913742	0.05024199752
319	0.9833913742	0.05019687219
320	0.9836592553	0.05015054887
321	0.9839271364	0.04985398548
322	0.9839271364	0.04974709609
323	0.9839271364	0.04957352494
324	0.9839271364	0.04951586317
325	0.9839271364	0.04945165582
326	0.9836592553	0.04934303582
327	0.9836592553	0.0492686017
328	0.9839271364	0.04922348112
329	0.9844628985	0.04916823691
330	0.9844628985	0.04906559067
331	0.9844628985	0.04897287626
332	0.9847307795	0.04890968074
333	0.9847307795	0.04882409985
334	0.9847307795	0.04855408557
335	0.9847307795	0.0484849261
336	0.9847307795	0.04843142831
337	0.9847307795	0.04838516074
338	0.9844628985	0.04826121528
339	0.9844628985	0.04821742072
340	0.9844628985	0.04817123232
341	0.9841950174	0.0480045974
342	0.9841950174	0.0479554864
343	0.9844628985	0.04787594055
344	0.9847307795	0.04782764935
345	0.9847307795	0.04773909336
346	0.9847307795	0.04769744482
347	0.9847307795	0.04758058686
348	0.9849986606	0.04749514552
349	0.9847307795	0.04745117749
350	0.9849986606	0.04722123966
351	0.9849986606	0.04717526008
352	0.9849986606	0.04707211955
353	0.9852665417	0.04698914647
354	0.9852665417	0.04694420836
355	0.9852665417	0.04690630398
356	0.9852665417	0.0468669722
357	0.9852665417	0.04664954412
358	0.9852665417	0.04658974031
359	0.9852665417	0.04654853456
360	0.9852665417	0.0464897321
361	0.9852665417	0.04639277797
362	0.9855344227	0.04633618232
363	0.9855344227	0.04624743527
364	0.9855344227	0.04619940285
365	0.9855344227	0.04607272715
366	0.9855344227	0.04602477004
367	0.9855344227	0.04598638913
368	0.9855344227	0.04580740399
369	0.9855344227	0.04566566659
370	0.9855344227	0.04562163073
371	0.9855344227	0.04558297967
372	0.9855344227	0.04553568924
373	0.9855344227	0.04547356242
374	0.9855344227	0.04543387529
375	0.9855344227	0.04540100634
376	0.9855344227	0.04534537833
377	0.9855344227	0.04512311021
378	0.9855344227	0.04505868299
379	0.9855344227	0.04502341375
380	0.9855344227	0.04497611129
381	0.9855344227	0.04487348664
382	0.9855344227	0.04479766089
383	0.9855344227	0.04475899601
384	0.9855344227	0.04470421359
385	0.9855344227	0.04465489132
386	0.9855344227	0.04461171228
387	0.9855344227	0.04456518322
388	0.9855344227	0.04447624744
389	0.9855344227	0.04440056327
390	0.9855344227	0.0443561669
391	0.9855344227	0.0443235393
392	0.9858023038	0.04406298464
393	0.9860701848	0.04399102485
394	0.9860701848	0.04394941272
395	0.9860701848	0.0439014434
396	0.9860701848	0.04386722442
397	0.9860701848	0.04374853107
398	0.9860701848	0.04367646315
399	0.9860701848	0.04364417835
400	0.9860701848	0.04359230492
401	0.9860701848	0.04354869888
402	0.9860701848	0.04350875869
403	0.9860701848	0.04334747529
404	0.9860701848	0.04327395957
405	0.9860701848	0.04324103999
406	0.9860701848	0.04317578269
407	0.9860701848	0.04299273876
408	0.9860701848	0.04292924495
409	0.9860701848	0.04288367635
410	0.9860701848	0.04282900464
411	0.9860701848	0.04266870158
412	0.9860701848	0.04263359049
413	0.9860701848	0.04259043917
414	0.9860701848	0.04250718848
415	0.9860701848	0.04246016198
416	0.9860701848	0.04239712778
417	0.9860701848	0.04235282076
418	0.9863380659	0.04230605479
419	0.9863380659	0.04226864984
420	0.9863380659	0.04223892749
421	0.9863380659	0.04216863801
422	0.9863380659	0.04208769497
423	0.9863380659	0.04202977169
424	0.9863380659	0.04198699102
425	0.9863380659	0.0419243472
426	0.9863380659	0.04189252076
427	0.9863380659	0.0418528341
428	0.9863380659	0.04180933526
429	0.9863380659	0.04176925237
430	0.9863380659	0.04172950942
431	0.986605947	0.041695535
432	0.986605947	0.04164249831
433	0.986605947	0.04159153213
434	0.986605947	0.04155505152
435	0.986605947	0.0415181475
436	0.986605947	0.04148363936
437	0.9863380659	0.04132951251
438	0.9863380659	0.04126546643
439	0.986605947	0.04121353738
440	0.986873828	0.0411756097
441	0.986873828	0.04114023834
442	0.986873828	0.04106913865
443	0.986605947	0.04082925059
444	0.986605947	0.04079879953
445	0.986605947	0.04077006807
446	0.986873828	0.04069498978
447	0.986873828	0.04065741123
448	0.986605947	0.04061898907
449	0.986605947	0.04057704855
450	0.986873828	0.04051393344
451	0.9871417091	0.04041009399
452	0.9871417091	0.04035510403
453	0.9871417091	0.04030786612
454	0.9871417091	0.04025611855
455	0.9871417091	0.04021622368
456	0.9871417091	0.04018843717
457	0.9871417091	0.04010782369
458	0.9874095901	0.04004463108
459	0.9871417091	0.03987696857
460	0.9874095901	0.03981359781
461	0.9876774712	0.03978552403
462	0.9876774712	0.03971914512
463	0.9874095901	0.03966635228
464	0.9876774712	0.03962787827
465	0.9879453523	0.03956381116
466	0.9882132333	0.03945686812
467	0.9882132333	0.03941176855
468	0.9882132333	0.03899876124
469	0.9882132333	0.0389617229
470	0.9882132333	0.0389379584
471	0.9882132333	0.03891126423
472	0.9882132333	0.03886332289
473	0.9882132333	0.03882402575
474	0.9882132333	0.03875953012
475	0.9882132333	0.03864356074
476	0.9882132333	0.03860904601
477	0.9884811144	0.03857468348
478	0.9882132333	0.03847251399
479	0.9882132333	0.03841726169
480	0.9884811144	0.03838064258
481	0.9884811144	0.03834272475
482	0.9884811144	0.03827258205
483	0.9884811144	0.03824237945
484	0.9884811144	0.03821331891
485	0.9884811144	0.03817906978
486	0.9884811144	0.03815394363
487	0.9887489954	0.03813352251
488	0.9890168765	0.03798179779
489	0.9890168765	0.03794611985
490	0.9890168765	0.03790233935
491	0.9892847576	0.03782010606
492	0.9892847576	0.03777914777
493	0.9892847576	0.03772246929
494	0.9892847576	0.03768613901
495	0.9890168765	0.0374984635
496	0.9890168765	0.03746405108
497	0.9890168765	0.03743663648
498	0.9890168765	0.03733292265
499	0.9890168765	0.03729943901
500	0.9890168765	0.0372603896
501	0.9890168765	0.03720676243
502	0.9890168765	0.03715018015
503	0.9890168765	0.03710487993
504	0.9890168765	0.03699739161
505	0.9890168765	0.03696412428
506	0.9892847576	0.03685912126
507	0.9892847576	0.03683186947
508	0.9890168765	0.03675032955
509	0.9892847576	0.03672158335
510	0.9892847576	0.03663595474
511	0.9892847576	0.03660406157
512	0.9892847576	0.03655524906
513	0.9892847576	0.03652311342
514	0.9892847576	0.03649865736
515	0.9890168765	0.03639368904
516	0.9892847576	0.03634311559
517	0.9892847576	0.03631746941
518	0.9892847576	0.03628219559
519	0.9895526386	0.03614175221
520	0.9895526386	0.03611627067
521	0.9895526386	0.03609335295
522	0.9895526386	0.0360463044
523	0.9898205197	0.03595510632
524	0.9895526386	0.03588617998
525	0.9895526386	0.03584710699
526	0.9895526386	0.03550232124
527	0.9895526386	0.03541643416
528	0.9895526386	0.03536681607
529	0.9895526386	0.03531677605
530	0.9895526386	0.03528896756
531	0.9895526386	0.03525923982
532	0.9895526386	0.03520429075
533	0.9895526386	0.03517729534
534	0.9895526386	0.03513509114
535	0.9895526386	0.03509540929
536	0.9895526386	0.03500559516
537	0.9895526386	0.03498227292
538	0.9895526386	0.03492782337
539	0.9895526386	0.03488506815
540	0.9895526386	0.0348439566
541	0.9895526386	0.03482150855
542	0.9895526386	0.03479924814
543	0.9895526386	0.03463102557
544	0.9895526386	0.03460541162
545	0.9898205197	0.0345597127
546	0.9898205197	0.03449851107
547	0.9898205197	0.03445305145
548	0.9898205197	0.03443030541
549	0.9898205197	0.03437885174
550	0.9898205197	0.03434938247
551	0.9898205197	0.03432409201
552	0.9898205197	0.03421798265
553	0.9898205197	0.03419315375
554	0.9898205197	0.03416988072
555	0.9898205197	0.03413352286
556	0.9898205197	0.03411232411
557	0.9898205197	0.03408858133
558	0.9898205197	0.0340457463
559	0.9898205197	0.03400765151
560	0.9898205197	0.03390177142
561	0.9898205197	0.03387639692
562	0.9898205197	0.03385326386
563	0.9898205197	0.03372858763
564	0.9898205197	0.03366672895
565	0.9898205197	0.03358979768
566	0.9900884008	0.0335467684
567	0.9900884008	0.03351642872
568	0.9900884008	0.03348900338
569	0.9900884008	0.0334506374
570	0.9900884008	0.03341688876
571	0.9903562818	0.03328213017
572	0.9903562818	0.03325399232
573	0.9906241629	0.03323627729
574	0.9906241629	0.03320255849
575	0.9906241629	0.03317420142
576	0.9906241629	0.03313856452
577	0.9906241629	0.03311775802
578	0.9906241629	0.03309063063
579	0.9906241629	0.03304170088
580	0.9903562818	0.03299171737
581	0.9903562818	0.03295667559
582	0.9903562818	0.0329364841
583	0.9906241629	0.03289222514
584	0.9906241629	0.03286533143
585	0.9908920439	0.03281929929
586	0.9908920439	0.03279551021
587	0.9908920439	0.03276730546
588	0.991159925	0.0326908069
589	0.991159925	0.03266348999
590	0.991159925	0.03263419091
591	0.9908920439	0.03256441639
592	0.9908920439	0.03253912442
593	0.9908920439	0.03251067727
594	0.9906241629	0.03246353951
595	0.9906241629	0.03243778195
596	0.9908920439	0.03237703444
597	0.9908920439	0.0323390609
598	0.9908920439	0.03230633746
599	0.9908920439	0.03227991586
600	0.9908920439	0.03225402487
601	0.9908920439	0.03222501021
602	0.9908920439	0.0321991821
603	0.991159925	0.03214963597
604	0.991159925	0.03212941973
605	0.991159925	0.03203582937
606	0.991159925	0.03201169741
607	0.9914278061	0.03189743762
608	0.9914278061	0.03187699462
609	0.991159925	0.03176404872
610	0.991159925	0.0317049443
611	0.991159925	0.03168244615
612	0.991159925	0.03162031806
613	0.991159925	0.03158341237
614	0.9914278061	0.03153197549
615	0.9914278061	0.03141609044
616	0.9914278061	0.03134084558
617	0.9914278061	0.03129991904
618	0.9914278061	0.03126190149
619	0.9914278061	0.03120056273
620	0.9914278061	0.03118068133
621	0.9914278061	0.03113683406
622	0.9914278061	0.03111232964
623	0.9914278061	0.03109064121
624	0.9916956871	0.03097273692
625	0.9916956871	0.03094241024
626	0.9916956871	0.03091083894
627	0.9916956871	0.03088302818
628	0.9919635682	0.03082200616
629	0.9919635682	0.03080035966
630	0.9919635682	0.03076084912
631	0.9919635682	0.0306546397
632	0.9919635682	0.03062331868
633	0.9919635682	0.03058836812
634	0.9919635682	0.03056652055
635	0.9919635682	0.03054851613
636	0.9919635682	0.03052408005
637	0.9919635682	0.0305071617
638	0.9919635682	0.0304790358
639	0.9919635682	0.03043078635
640	0.9919635682	0.03037810268
641	0.9919635682	0.03031630512
642	0.9919635682	0.03028283344
643	0.9919635682	0.03026355553
644	0.9919635682	0.03023997913
645	0.9919635682	0.03022058252
646	0.9919635682	0.03020415951
647	0.9919635682	0.03018662661
648	0.9919635682	0.03016167672
649	0.9919635682	0.03013804058
650	0.9919635682	0.0301182338
651	0.9919635682	0.03009989411
652	0.9919635682	0.03008048148
653	0.9919635682	0.03004785216
654	0.9919635682	0.03002660276
655	0.9919635682	0.02979291973
656	0.9919635682	0.02977621369
657	0.9922314492	0.02967960937
658	0.9922314492	0.02965502751
659	0.9922314492	0.02962540441
660	0.9924993303	0.02958611266
